Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At July 31, 2017, (in thousands of dollars), Total All Banks, As At July 31, 2017, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",19395866,36714791,"Total All Banks, As At July 31, 2017, (in thousands of dollars), Total All Banks, As At July 31, 2017, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",221011308,244101618,"Total All Banks, As At July 31, 2017, (in thousands of dollars), Total All Banks, As At July 31, 2017, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At July 31, 2017, (in thousands of dollars), Total All Banks, As At July 31, 2017, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At July 31, 2017, (in thousands of dollars), Total All Banks, As At July 31, 2017, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,4809867,104818220,"Total All Banks, As At July 31, 2017, (in thousands of dollars), Total All Banks, As At July 31, 2017, (in thousands of dollars)"
(ii)Other securities,11459249,178567129,"Total All Banks, As At July 31, 2017, (in thousands of dollars), Total All Banks, As At July 31, 2017, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At July 31, 2017, (in thousands of dollars), Total All Banks, As At July 31, 2017, (in thousands of dollars)"
(i) Debt,475138959,527602897,"Total All Banks, As At July 31, 2017, (in thousands of dollars), Total All Banks, As At July 31, 2017, (in thousands of dollars)"
(ii) Shares,113107246,209997248,"Total All Banks, As At July 31, 2017, (in thousands of dollars), Total All Banks, As At July 31, 2017, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At July 31, 2017, (in thousands of dollars), Total All Banks, As At July 31, 2017, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At July 31, 2017, (in thousands of dollars), Total All Banks, As At July 31, 2017, (in thousands of dollars)"
