Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",17272060,27336244,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",222124023,242685790,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3457362,98460853,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(ii)Other securities,9607698,165856059,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(i) Debt,454119237,501223463,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(ii) Shares,84408071,215735544,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",11661816,13176085,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(ii) To regulated financial institutions,65721865,72271726,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",286818,5848663,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(iv) To foreign governments,21697518,21740034,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(v) Lease receivables,10787309,21934072,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(vi) To individuals for non-business purposes,113640577,572308448,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
Of (A) Secured by residential property,25745649,231547667,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
which: (B) Secured by other than residential property,51803270,150970969,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(vii) Reverse repurchase agreements,364858303,539001217,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(viii) To individuals and others for business purposes,404520036,649109325,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
Of (A) Secured by residential property,9660140,25088274,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
which: (B) Secured by other than residential property,208897388,359243703,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(A) Insured,1088298,554674014,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,181039956,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(C) Uninsured,83034258,541212311,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(D) Reverse Mortgages,0,1583909,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(ii) Non-residential,43624357,102163492,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1998163,78038589,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",9428512,17462386,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(a) Insurance-related assets,98154,4911392,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(b) Accrued interest,3941872,8321893,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(c) Prepaid and deferred charges,1562213,5191124,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
