Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",18208955,32233962,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for impairment/expected credit losses",236919410,262027846,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,4771570,105359881,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(ii)Other securities,13980529,179594004,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(i) Debt,503096446,558432722,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(ii) Shares,143696100,244470219,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3253202,3772125,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(ii) To regulated financial institutions,57892493,65522539,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",2705,4404309,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(iv) To foreign governments,21829842,21829842,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(v) Lease receivables,10936643,23328711,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(vi) To individuals for non-business purposes,108147653,603704804,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,20043373,249720755,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,46169362,147864484,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(vii) Reverse repurchase agreements,472818482,643278788,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(viii) To individuals and others for business purposes,418655123,715254091,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,5318847,31956850,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,205836073,397301378,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(A) Insured,891840,531160016,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,187244371,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(C) Uninsured,90529503,688318046,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(D) Reverse Mortgages,395934,2697416,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
