Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",22891092,30544037,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",138184595,155632872,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1317538,104325210,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(ii)Other securities,6594000,127629787,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(i) Debt,286773418,336316167,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(ii) Shares,51757411,211182957,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9727981,11638326,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(ii) To regulated financial institutions,38946992,45026097,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",16273,4111443,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(iv) To foreign governments,11782625,11990230,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(v) Lease receivables,5453359,14428544,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(vi) To individuals for non-business purposes,65465062,491521945,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
Of (A) Secured by residential property,19201006,225915481,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
which: (B) Secured by other than residential property,30750302,91978156,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(vii) Reverse repurchase agreements,238844264,363952263,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(viii) To individuals and others for business purposes,206754323,397429757,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
Of (A) Secured by residential property,2967612,14628235,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
which: (B) Secured by other than residential property,109449025,230478236,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(A) Insured,548849,540986586,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,145670258,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(C) Uninsured,52136608,375520079,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(D) Reverse Mortgages,0,1068448,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(ii) Non-residential,22778141,65331024,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",592976,59959698,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6267122,14026018,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
