Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",19585304,30772923,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",149816502,178470841,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1581983,117945041,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(ii)Other securities,6764465,137477700,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(i) Debt,298250638,347502899,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(ii) Shares,45429938,196934333,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",10169055,13261866,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(ii) To regulated financial institutions,36462537,43512297,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",5570,4040337,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(iv) To foreign governments,11657478,11876009,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(v) Lease receivables,5263947,14154965,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(vi) To individuals for non-business purposes,63746450,492867474,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,19180178,226413109,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,29819169,89855387,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(vii) Reverse repurchase agreements,232797078,354283396,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
