Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",21259419,33605509,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for impairment/expected credit losses",263922145,290836721,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,4905830,104212512,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(ii)Other securities,15799985,182849538,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(i) Debt,532095643,589557672,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(ii) Shares,149118235,245286161,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3398612,4123392,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(ii) To regulated financial institutions,61353584,69228317,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
