Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",19751562,37027854,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",236956697,278035177,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,7380139,108468683,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(ii)Other securities,18491014,212286978,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(i) Debt,645711420,704213201,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(ii) Shares,199535335,325102308,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3348106,3771192,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(ii) To regulated financial institutions,79721212,88962354,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",6098,4193779,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(iv) To foreign governments,24449764,24449764,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(v) Lease receivables,13822498,30061944,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(vi) To individuals for non-business purposes,125420782,655261448,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
Of (A) Secured by residential property,19051894,267657247,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
which: (B) Secured by other than residential property,53698369,165845185,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(vii) Reverse repurchase agreements,613960903,835138631,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(viii) To individuals and others for business purposes,556023232,922777274,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
Of (A) Secured by residential property,7027660,35424545,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
which: (B) Secured by other than residential property,283909784,501879720,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(A) Insured,1113076,465957050,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,186097770,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(C) Uninsured,118156561,890285436,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(D) Reverse Mortgages,581210,4027468,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(ii) Non-residential,57883702,141180309,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1910012,100110909,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",14869972,33448408,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(a) Insurance-related assets,253856,9229286,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(b) Accrued interest,6752343,12949147,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(c) Prepaid and deferred charges,1758935,7098957,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(d) Goodwill,37175938,51323607,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(i) with definite lives,5627060,16635332,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(ii) with indefinite lives,212027,5089525,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(f) Deferred tax assets,2466310,9130640,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(g) Derivatives related amounts,502189874,250616931,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,11115550,25210025,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15822334,17526066,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
(j) Other,86781851,127687352,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
Total  Assets,3409249373,6397257035,"Total All Banks, As At January 31, 2020, (in thousands of dollars), Total All Banks, As At January 31, 2020, (in thousands of dollars)"
