Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",21822966,32434845,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",157646203,188706951,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1602708,104719628,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(ii)Other securities,6750642,133687982,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(i) Debt,298355968,346949194,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(ii) Shares,62974576,219070771,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",11849189,14811259,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(ii) To regulated financial institutions,37515866,45706248,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",12594,4203834,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(iv) To foreign governments,12080065,12287670,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(v) Lease receivables,5389065,14347393,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(vi) To individuals for non-business purposes,64509456,494632836,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,19102899,226161532,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,30259395,90045805,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(vii) Reverse repurchase agreements,245103867,357923430,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(viii) To individuals and others for business purposes,205866735,407236629,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,3046499,14374336,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,98154886,226466457,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(A) Insured,557406,532359364,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,142327236,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(C) Uninsured,51712709,384051699,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(D) Reverse Mortgages,0,1060740,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(ii) Non-residential,22952507,58053227,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",567417,55941156,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6162137,13932371,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(a) Insurance-related assets,57460,4602209,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(b) Accrued interest,2633380,6539897,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(c) Prepaid and deferred charges,1598566,5984811,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(d) Goodwill,22424534,31820353,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(i) with definite lives,3292221,9069635,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(ii) with indefinite lives,28688,2762113,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(f) Deferred tax assets,4205006,8747977,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(g) Derivatives related amounts,159226385,274967461,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,5650676,10862654,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(i) Interests in associates and joint ventures,9496229,14116720,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
(j) Other,17901052,57419733,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
Total  Assets,1439946273,3849010790,"Total All Banks, As At December 31, 2012, (in thousands of dollars), Total All Banks, As At December 31, 2012, (in thousands of dollars)"
