Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",16695086,33105180,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for impairment/expected credit losses",230893796,261687077,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,6209209,116323984,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(ii)Other securities,15525734,185736058,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(i) Debt,532377776,588308730,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(ii) Shares,135522970,235786260,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3961687,4301258,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(ii) To regulated financial institutions,66096782,75106998,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",2764,4108702,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(iv) To foreign governments,22732162,22732162,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(v) Lease receivables,12441500,25502373,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(vi) To individuals for non-business purposes,118655207,632680464,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,21323267,262059422,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,50163996,159356166,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(vii) Reverse repurchase agreements,509143192,715100735,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(viii) To individuals and others for business purposes,472535399,789207870,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,4253988,28927194,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,229260235,428852526,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(A) Insured,1008352,500926522,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,180046028,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(C) Uninsured,106501207,754265454,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(D) Reverse Mortgages,390999,3035068,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(ii) Non-residential,49669953,122934491,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for impairment/expected credit losses",2461406,93425540,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7195580,15272896,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(a) Insurance-related assets,320501,5926019,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(b) Accrued interest,5900368,11719537,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(c) Prepaid and deferred charges,1507544,5771680,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(d) Goodwill,37499239,49755890,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(i) with definite lives,5829037,15953807,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
(ii) with indefinite lives,203189,3437582,"Total All Banks, As At August 31, 2018, (in thousands of dollars), Total All Banks, As At August 31, 2018, (in thousands of dollars)"
