Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",30488123,244739538,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",362525974,401483171,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,6735859,139068525,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(ii)Other securities,25140706,295816415,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(i) Debt,945789125,1019479620,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(ii) Shares,165247896,318710132,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3703611,4183258,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(ii) To regulated financial institutions,104905164,119127515,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",8890,4729354,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(iv) To foreign governments,22335993,22335993,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(v) Lease receivables,16696258,35659773,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(vi) To individuals for non-business purposes,158433104,741553718,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
Of (A) Secured by residential property,20704009,310966058,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
which: (B) Secured by other than residential property,85711389,208643145,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(vii) Reverse repurchase agreements,738184785,995140374,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(viii) To individuals and others for business purposes,790435562,1327934808,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
Of (A) Secured by residential property,11713946,50562254,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
which: (B) Secured by other than residential property,407724031,713840015,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(A) Insured,1400846,439040539,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,137266025,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(C) Uninsured,176868993,1328729945,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(D) Reverse Mortgages,377158,6652872,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(ii) Non-residential,86294456,184889689,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",261736,85978021,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",15655120,33932571,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(a) Insurance-related assets,214132,11652225,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(b) Accrued interest,13729945,25060900,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(c) Prepaid and deferred charges,2211405,9051794,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(d) Goodwill,49520047,63885485,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(i) with definite lives,9409746,22251065,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(ii) with indefinite lives,40659,4927424,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(f) Deferred tax assets,5561825,10555998,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(g) Derivatives related amounts,390727823,321250712,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,20943529,35219255,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15470564,18114581,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
(j) Other,148765626,197028846,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
Total  Assets,4308084660,8468184116,"Total All Banks, As At March 31, 2023, (in thousands of dollars), Total All Banks, As At March 31, 2023, (in thousands of dollars)"
