Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",23941914,407203309,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",384925821,427504210,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,8098839,137044920,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(ii)Other securities,21525586,259343637,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(i) Debt,674946822,742014419,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(ii) Shares,233376064,357148603,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3093865,3300465,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(ii) To regulated financial institutions,84645416,94625253,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",191849,4674747,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(iv) To foreign governments,24108577,24108577,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(v) Lease receivables,14325919,30658137,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(vi) To individuals for non-business purposes,116058833,631945884,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
Of (A) Secured by residential property,16448239,270597398,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
which: (B) Secured by other than residential property,58615531,173736259,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(vii) Reverse repurchase agreements,597710600,812103250,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(viii) To individuals and others for business purposes,547371435,931941973,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
Of (A) Secured by residential property,6892546,36611203,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
which: (B) Secured by other than residential property,267279271,491758394,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
