Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",31546514,271919223,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",403534487,441264583,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,11217009,122569000,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(ii)Other securities,21841339,248536903,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(i) Debt,819994734,889776032,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(ii) Shares,210004939,352831190,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3755885,4363308,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(ii) To regulated financial institutions,92946444,105504884,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",3751,3640354,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(iv) To foreign governments,22569931,22569931,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(v) Lease receivables,13905944,31378148,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(vi) To individuals for non-business purposes,124050946,675841180,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
Of (A) Secured by residential property,14860314,291087146,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
which: (B) Secured by other than residential property,65392679,185141180,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(vii) Reverse repurchase agreements,644857037,893292773,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(viii) To individuals and others for business purposes,615061355,1068747102,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
Of (A) Secured by residential property,7669186,44744282,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
which: (B) Secured by other than residential property,312156272,571694190,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(A) Insured,1188355,448433301,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,134670361,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(C) Uninsured,131463985,1200097422,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(D) Reverse Mortgages,445623,5501033,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(ii) Non-residential,57694225,153508081,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",638214,89280096,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",13758732,31985398,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(a) Insurance-related assets,285990,10932144,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(b) Accrued interest,5542925,12348803,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(c) Prepaid and deferred charges,1910028,8466053,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(d) Goodwill,33591953,48495701,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(i) with definite lives,4748291,16737763,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(ii) with indefinite lives,37624,4924464,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(f) Deferred tax assets,3871550,9809461,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(g) Derivatives related amounts,-272896438,329968671,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,14613215,25487240,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16417026,18929466,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
(j) Other,110862579,168578094,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
Total  Assets,3139464192,7715717802,"Total All Banks, As At March 31, 2022, (in thousands of dollars), Total All Banks, As At March 31, 2022, (in thousands of dollars)"
