Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",22866943,374011732,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",399711891,439880260,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,7640727,126634941,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(ii)Other securities,20800730,253904425,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(i) Debt,666617830,731556861,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(ii) Shares,219484567,346606042,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3197645,3331918,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(ii) To regulated financial institutions,82704565,93210078,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",13389,4261758,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(iv) To foreign governments,24227040,24227040,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(v) Lease receivables,14171789,30551303,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(vi) To individuals for non-business purposes,114526188,632702535,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
