Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At June 30, 2022, (in thousands of dollars), Total All Banks, As At June 30, 2022, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",30493598,230843759,"Total All Banks, As At June 30, 2022, (in thousands of dollars), Total All Banks, As At June 30, 2022, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",382232338,420349110,"Total All Banks, As At June 30, 2022, (in thousands of dollars), Total All Banks, As At June 30, 2022, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At June 30, 2022, (in thousands of dollars), Total All Banks, As At June 30, 2022, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At June 30, 2022, (in thousands of dollars), Total All Banks, As At June 30, 2022, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,8963132,137719561,"Total All Banks, As At June 30, 2022, (in thousands of dollars), Total All Banks, As At June 30, 2022, (in thousands of dollars)"
(ii)Other securities,23930349,261062668,"Total All Banks, As At June 30, 2022, (in thousands of dollars), Total All Banks, As At June 30, 2022, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At June 30, 2022, (in thousands of dollars), Total All Banks, As At June 30, 2022, (in thousands of dollars)"
(i) Debt,866486891,936551387,"Total All Banks, As At June 30, 2022, (in thousands of dollars), Total All Banks, As At June 30, 2022, (in thousands of dollars)"
(ii) Shares,171813992,314330972,"Total All Banks, As At June 30, 2022, (in thousands of dollars), Total All Banks, As At June 30, 2022, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At June 30, 2022, (in thousands of dollars), Total All Banks, As At June 30, 2022, (in thousands of dollars)"
