Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",28202373,356320272,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",308013568,345527476,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,8333443,156236092,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(ii)Other securities,22366453,267936342,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(i) Debt,727443277,791205829,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(ii) Shares,211378711,336916610,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",2355596,2655478,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(ii) To regulated financial institutions,77583159,87169763,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",3416,4554364,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(iv) To foreign governments,23716433,23716433,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(v) Lease receivables,14453470,30946630,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(vi) To individuals for non-business purposes,117395923,640931499,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
Of (A) Secured by residential property,17289038,271648906,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
which: (B) Secured by other than residential property,57095064,172365476,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(vii) Reverse repurchase agreements,611992839,843674290,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(viii) To individuals and others for business purposes,550429689,932714897,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
Of (A) Secured by residential property,6839448,35619618,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
which: (B) Secured by other than residential property,268374217,487690325,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(A) Insured,1431256,489080580,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,163661073,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(C) Uninsured,120739212,963754002,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(D) Reverse Mortgages,508093,4457440,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(ii) Non-residential,59600197,146573260,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1487200,80267772,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",14873953,33091175,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(a) Insurance-related assets,264360,10243676,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(b) Accrued interest,5801149,12900960,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(c) Prepaid and deferred charges,1612473,7209120,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(d) Goodwill,36262901,50484069,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At November 30, 2020, (in thousands of dollars), Total All Banks, As At November 30, 2020, (in thousands of dollars)"
