Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",12968289,151473551,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",329205615,367777028,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,8834627,158699073,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(ii)Other securities,29967466,336502885,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(i) Debt,1017116233,1093791597,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(ii) Shares,301824121,447296364,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",2443279,3342342,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(ii) To regulated financial institutions,83575722,98916813,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",81299,6125338,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(iv) To foreign governments,22508121,22508121,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(v) Lease receivables,17435597,36885386,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(vi) To individuals for non-business purposes,160566391,781818441,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
Of (A) Secured by residential property,21464556,324021984,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
which: (B) Secured by other than residential property,90885846,226663788,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(vii) Reverse repurchase agreements,716100630,969287452,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(viii) To individuals and others for business purposes,799367064,1467146455,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
Of (A) Secured by residential property,12095751,50399012,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
which: (B) Secured by other than residential property,443401812,880336187,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
