Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",22758967,39972374,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",205267319,244465958,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,7336909,106604192,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(ii)Other securities,19410528,211162129,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(i) Debt,610626711,672096647,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(ii) Shares,170334668,283217806,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3496074,3772964,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(ii) To regulated financial institutions,77591751,86985421,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",3952,3980767,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(iv) To foreign governments,24579113,24579113,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(v) Lease receivables,13838201,29852665,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(vi) To individuals for non-business purposes,125984724,657998208,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
Of (A) Secured by residential property,20322618,270069446,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
which: (B) Secured by other than residential property,54592593,166048085,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(vii) Reverse repurchase agreements,644349016,863215641,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(viii) To individuals and others for business purposes,539044217,903350143,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
Of (A) Secured by residential property,6909052,33343399,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
which: (B) Secured by other than residential property,266465764,480184557,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(A) Insured,1209331,475964358,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,183318164,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(C) Uninsured,117004602,852370742,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(D) Reverse Mortgages,614586,3831180,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
(ii) Non-residential,55566431,135907435,"Total All Banks, As At August 31, 2019, (in thousands of dollars), Total All Banks, As At August 31, 2019, (in thousands of dollars)"
