Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",21185754,27910007,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",192047063,208049512,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3948546,79221741,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(ii)Other securities,10055943,156124469,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(i) Debt,356017798,401732368,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(ii) Shares,78531981,257740806,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9341049,11351396,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(ii) To regulated financial institutions,51630059,59653942,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",249727,4522550,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(iv) To foreign governments,17508394,17546218,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(v) Lease receivables,7440685,17759834,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(vi) To individuals for non-business purposes,90861825,543592297,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,22813623,229075064,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,42307453,115031048,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(vii) Reverse repurchase agreements,311698971,484958894,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
