Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",24442635,228571580,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",369276770,410209239,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
2. Securities,2. Securities,2. Securities,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","As At April 30, 2020, (in thousands of dollars), Total All Banks"
(i) Treasury Bills and other short term paper,6506281,157403950,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(ii)Other securities,21230694,267929050,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","As At April 30, 2020, (in thousands of dollars), Total All Banks"
(i) Debt,681962964,743676430,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(ii) Shares,113949010,215031107,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
3. Loans,3. Loans,3. Loans,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","As At April 30, 2020, (in thousands of dollars), Total All Banks"
"(i) Call and other short loans to investment dealers and brokers, secured",3793507,4421466,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(ii) To regulated financial institutions,84294749,96057614,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
"(iii) To Canadian federal government, provinces, municipal or school corporations",98816,4705394,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(iv) To foreign governments,25793009,25793009,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(v) Lease receivables,14783648,30947096,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(vi) To individuals for non-business purposes,125491503,640158261,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
Of (A) Secured by residential property,19964754,270504268,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
which: (B) Secured by other than residential property,56973325,166925655,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(vii) Reverse repurchase agreements,599820797,853999988,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(viii) To individuals and others for business purposes,707552720,1105203314,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
Of (A) Secured by residential property,7400322,37247430,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
which: (B) Secured by other than residential property,330455430,562553675,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","As At April 30, 2020, (in thousands of dollars), Total All Banks"
(i) Residential,(i) Residential,(i) Residential,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(A) Insured,1320898,476429149,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(B) Of which: NHA MBS pooled and unsold,0,192349555,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(C) Uninsured,123082251,905404415,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(D) Reverse Mortgages,575460,4214702,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(ii) Non-residential,62137718,146653269,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
"4. Customers' liability under acceptances, less allowance for expected credit losses",973208,99913025,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
"5. Land, buildings, and equipment, less accumulated depreciation",15319842,33830245,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","As At April 30, 2020, (in thousands of dollars), Total All Banks"
(a) Insurance-related assets,224544,9016255,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(b) Accrued interest,6494595,13424953,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(c) Prepaid and deferred charges,1973544,7231366,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(d) Goodwill,38873293,53019130,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(i) with definite lives,5773039,16754923,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(ii) with indefinite lives,211906,5089404,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(f) Deferred tax assets,2636774,9177520,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(g) Derivatives related amounts,554741531,396538419,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(h) Due from Head Office and related Canadian regulated Financial Institutions,14200803,28680963,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(i) Interests in associates and joint ventures,16928831,18620822,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
(j) Other,66408319,166157337,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
Total  Assets,3690873659,7174263395,"As At April 30, 2020, (in thousands of dollars), Total All Banks"
