Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",0,0,"As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",589543,5570534,"As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
2. Securities,2. Securities,2. Securities,"As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
(i) Treasury Bills and other short term paper,0,0,"As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
(ii)Other securities,0,0,"As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
(i) Debt,0,0,"As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
(ii) Shares,0,0,"As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
3. Loans,3. Loans,3. Loans,"As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
"(i) Call and other short loans to investment dealers and brokers, secured",0,0,"As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
(ii) To regulated financial institutions,0,0,"As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",0,0,"As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
(iv) To foreign governments,0,0,"As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
(v) Lease receivables,0,0,"As At October 31, 2022, (in thousands of dollars), ADS Canadian Bank (Inactive Dec 21, 2022)"
