Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",30509743,259780622,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",352519797,391276156,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,10268000,126455292,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(ii)Other securities,22173961,248331456,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(i) Debt,839663392,909372805,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(ii) Shares,196388378,332273275,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",4163590,4918572,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(ii) To regulated financial institutions,94901866,108083657,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",15721,3611599,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(iv) To foreign governments,23088100,23088100,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(v) Lease receivables,14265495,31906393,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(vi) To individuals for non-business purposes,127832757,686456720,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
Of (A) Secured by residential property,15371936,294882054,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
which: (B) Secured by other than residential property,67869007,188125245,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(vii) Reverse repurchase agreements,615256186,851822191,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(viii) To individuals and others for business purposes,641938856,1101156351,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
Of (A) Secured by residential property,7825556,44964626,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
which: (B) Secured by other than residential property,326629094,590433942,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(A) Insured,1185490,445134650,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,133905551,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(C) Uninsured,134939692,1217006032,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
