Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At April 30, 2016, (in thousands of dollars), Total All Banks, As At April 30, 2016, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",19602971,31488172,"Total All Banks, As At April 30, 2016, (in thousands of dollars), Total All Banks, As At April 30, 2016, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",205689740,223825733,"Total All Banks, As At April 30, 2016, (in thousands of dollars), Total All Banks, As At April 30, 2016, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At April 30, 2016, (in thousands of dollars), Total All Banks, As At April 30, 2016, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At April 30, 2016, (in thousands of dollars), Total All Banks, As At April 30, 2016, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3050348,100016129,"Total All Banks, As At April 30, 2016, (in thousands of dollars), Total All Banks, As At April 30, 2016, (in thousands of dollars)"
(ii)Other securities,8878872,163900483,"Total All Banks, As At April 30, 2016, (in thousands of dollars), Total All Banks, As At April 30, 2016, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At April 30, 2016, (in thousands of dollars), Total All Banks, As At April 30, 2016, (in thousands of dollars)"
(i) Debt,428955460,484445881,"Total All Banks, As At April 30, 2016, (in thousands of dollars), Total All Banks, As At April 30, 2016, (in thousands of dollars)"
(ii) Shares,68085925,208736272,"Total All Banks, As At April 30, 2016, (in thousands of dollars), Total All Banks, As At April 30, 2016, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At April 30, 2016, (in thousands of dollars), Total All Banks, As At April 30, 2016, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At April 30, 2016, (in thousands of dollars), Total All Banks, As At April 30, 2016, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9282488,10536605,"Total All Banks, As At April 30, 2016, (in thousands of dollars), Total All Banks, As At April 30, 2016, (in thousands of dollars)"
(ii) To regulated financial institutions,62384811,70124203,"Total All Banks, As At April 30, 2016, (in thousands of dollars), Total All Banks, As At April 30, 2016, (in thousands of dollars)"
