Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",32438409,339948956,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",295488165,333425967,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,8563471,161185303,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(ii)Other securities,22207760,270939060,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(i) Debt,710581375,770273278,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(ii) Shares,156935801,273022779,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",2637390,2873970,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(ii) To regulated financial institutions,76556476,85967820,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",3514,4672794,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(iv) To foreign governments,24345319,24345319,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(v) Lease receivables,13903357,30334630,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(vi) To individuals for non-business purposes,116974779,635344885,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
Of (A) Secured by residential property,17987255,269149477,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
which: (B) Secured by other than residential property,55405370,168557270,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(vii) Reverse repurchase agreements,576228356,824739529,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(viii) To individuals and others for business purposes,585542895,968424451,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
Of (A) Secured by residential property,7023804,36020257,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
which: (B) Secured by other than residential property,277270814,495337590,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(A) Insured,1257727,486661404,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,180559037,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(C) Uninsured,119249416,926826140,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(D) Reverse Mortgages,522633,4311708,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(ii) Non-residential,59241712,145193991,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1664390,83579517,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",14335625,32553231,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(a) Insurance-related assets,275802,9779284,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(b) Accrued interest,6207081,13111056,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(c) Prepaid and deferred charges,1671782,6916282,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(d) Goodwill,36642690,50838691,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(i) with definite lives,5350467,16345361,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(ii) with indefinite lives,209983,5107428,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(f) Deferred tax assets,2988959,10867553,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(g) Derivatives related amounts,-102456801,385847403,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6867681,20461641,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15633766,18046229,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
(j) Other,163707118,138016772,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
Total  Assets,2955777098,7079962432,"Total All Banks, As At August 31, 2020, (in thousands of dollars), Total All Banks, As At August 31, 2020, (in thousands of dollars)"
