Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",27554005,216269685,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",347063042,385047024,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,6178528,135208729,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(ii)Other securities,27084506,307418009,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(i) Debt,935584637,1011155977,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(ii) Shares,172579663,323838904,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3294078,3684066,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(ii) To regulated financial institutions,108028877,121211818,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",15579,4279897,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(iv) To foreign governments,22470011,22470011,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(v) Lease receivables,16650675,35720286,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(vi) To individuals for non-business purposes,158819760,746569253,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
Of (A) Secured by residential property,20834678,312274511,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
which: (B) Secured by other than residential property,86177007,209493253,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(vii) Reverse repurchase agreements,686310926,950953625,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(viii) To individuals and others for business purposes,792243759,1324514116,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
Of (A) Secured by residential property,11449602,48872355,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
which: (B) Secured by other than residential property,407553873,715552873,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(A) Insured,1430974,438849635,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,140816954,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(C) Uninsured,178531934,1334277713,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(D) Reverse Mortgages,372634,6722201,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(ii) Non-residential,87175891,186019914,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",361140,92869204,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",15628702,34025844,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(a) Insurance-related assets,218538,11744870,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(b) Accrued interest,14780664,27419443,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(c) Prepaid and deferred charges,2140308,9052580,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(d) Goodwill,48874798,63724374,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(i) with definite lives,9660781,22563699,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(ii) with indefinite lives,40753,4927363,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(f) Deferred tax assets,5405723,11457877,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(g) Derivatives related amounts,537494254,336260527,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,15118729,28398770,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15976006,18661015,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
(j) Other,154237112,200053611,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
Total  Assets,4391326987,8415370040,"Total All Banks, As At April 30, 2023, (in thousands of dollars), Total All Banks, As At April 30, 2023, (in thousands of dollars)"
