Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",27009478,38074085,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",217009777,242623313,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,4633613,108379180,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(ii)Other securities,11656869,183135204,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(i) Debt,482382440,533013382,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(ii) Shares,108802477,237169016,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",5284312,7865987,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(ii) To regulated financial institutions,65247072,76352923,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",8643,4351225,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(iv) To foreign governments,22638295,22693569,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(v) Lease receivables,11339899,22486804,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(vi) To individuals for non-business purposes,111008285,591666118,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
Of (A) Secured by residential property,22718059,241187985,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
which: (B) Secured by other than residential property,47373493,145788392,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(vii) Reverse repurchase agreements,418826408,592306080,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(viii) To individuals and others for business purposes,420486199,698803635,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
Of (A) Secured by residential property,11170439,34780779,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
which: (B) Secured by other than residential property,208771423,382276751,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(A) Insured,975057,567419049,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,175407218,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(C) Uninsured,88836346,603415376,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(D) Reverse Mortgages,0,1954435,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(ii) Non-residential,47450040,112116879,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",2869655,76243219,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7872584,15801571,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(a) Insurance-related assets,224170,5450508,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(b) Accrued interest,4665754,9677873,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(c) Prepaid and deferred charges,1680414,5668152,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(d) Goodwill,33764727,45510325,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(i) with definite lives,5658256,14730901,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(ii) with indefinite lives,212499,2897037,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(f) Deferred tax assets,5024837,11206974,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(g) Derivatives related amounts,599643762,282197577,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,10492528,19772442,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15412893,17549696,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
(j) Other,28192011,105916147,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
Total  Assets,2759309300,5256448682,"Total All Banks, As At April 30, 2017, (in thousands of dollars), Total All Banks, As At April 30, 2017, (in thousands of dollars)"
