Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",13736608,28139051,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",261108070,281082880,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,4433215,86169060,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(ii)Other securities,10656860,161119574,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(i) Debt,420716443,472457429,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(ii) Shares,71848014,222616072,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",10439599,12830603,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(ii) To regulated financial institutions,57507117,66234235,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",268500,5094830,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(iv) To foreign governments,17986285,18025544,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(v) Lease receivables,8112286,18851735,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(vi) To individuals for non-business purposes,100090093,560449527,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,23891056,231020090,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,47344370,126530972,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(vii) Reverse repurchase agreements,352610552,523639107,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(viii) To individuals and others for business purposes,336331954,575585319,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,10271710,25199162,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,169876697,319189480,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(A) Insured,993671,542418617,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,177512127,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(C) Uninsured,70484740,516245477,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(D) Reverse Mortgages,0,1498654,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(ii) Non-residential,32877278,88805995,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1229066,73396610,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
