Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At August 31, 2021, (in thousands of dollars), Total All Banks, As At August 31, 2021, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",21005572,289305856,"Total All Banks, As At August 31, 2021, (in thousands of dollars), Total All Banks, As At August 31, 2021, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",397514039,433123322,"Total All Banks, As At August 31, 2021, (in thousands of dollars), Total All Banks, As At August 31, 2021, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At August 31, 2021, (in thousands of dollars), Total All Banks, As At August 31, 2021, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At August 31, 2021, (in thousands of dollars), Total All Banks, As At August 31, 2021, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,9213928,131748128,"Total All Banks, As At August 31, 2021, (in thousands of dollars), Total All Banks, As At August 31, 2021, (in thousands of dollars)"
(ii)Other securities,23685971,251795487,"Total All Banks, As At August 31, 2021, (in thousands of dollars), Total All Banks, As At August 31, 2021, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At August 31, 2021, (in thousands of dollars), Total All Banks, As At August 31, 2021, (in thousands of dollars)"
(i) Debt,712639082,777475142,"Total All Banks, As At August 31, 2021, (in thousands of dollars), Total All Banks, As At August 31, 2021, (in thousands of dollars)"
(ii) Shares,249092838,388825513,"Total All Banks, As At August 31, 2021, (in thousands of dollars), Total All Banks, As At August 31, 2021, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At August 31, 2021, (in thousands of dollars), Total All Banks, As At August 31, 2021, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At August 31, 2021, (in thousands of dollars), Total All Banks, As At August 31, 2021, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3089815,3607962,"Total All Banks, As At August 31, 2021, (in thousands of dollars), Total All Banks, As At August 31, 2021, (in thousands of dollars)"
(ii) To regulated financial institutions,92145804,102700906,"Total All Banks, As At August 31, 2021, (in thousands of dollars), Total All Banks, As At August 31, 2021, (in thousands of dollars)"
