Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",15934040,31799462,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for impairment/expected credit losses",224720269,254148311,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,6582580,110358001,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(ii)Other securities,15069039,181700740,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(i) Debt,521516005,579318072,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(ii) Shares,129797658,226200984,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3261416,3786447,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(ii) To regulated financial institutions,61991634,70935454,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",2918,4177789,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(iv) To foreign governments,22253958,22253958,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(v) Lease receivables,11526593,24136604,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(vi) To individuals for non-business purposes,112153921,614027046,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,20650104,254740868,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,48652022,154934993,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(vii) Reverse repurchase agreements,469175393,663020253,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(viii) To individuals and others for business purposes,448035061,758130541,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,4224840,25351450,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,223215459,420981228,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
