Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",19843589,294879011,"Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",371198518,408269338,"Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,9181583,128456602,"Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
(ii)Other securities,23315191,253028950,"Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
(i) Debt,688722145,753708728,"Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
(ii) Shares,228436862,366929727,"Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",2846729,3200921,"Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
(ii) To regulated financial institutions,87783908,99057015,"Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",2819,3736412,"Total All Banks, As At July 31, 2021, (in thousands of dollars), Total All Banks, As At July 31, 2021, (in thousands of dollars)"
