Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",19853856,36165766,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",226756098,260226468,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,6759542,112962477,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(ii)Other securities,18861543,197737036,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(i) Debt,585263521,643110028,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(ii) Shares,129674838,228880326,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
