Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",14685818,299194903,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",383665589,423402853,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,8376603,127689792,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
(ii)Other securities,23289150,261416445,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
(i) Debt,644211217,709158508,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
(ii) Shares,227861388,362443180,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3304249,3538455,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
(ii) To regulated financial institutions,80912253,91011689,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",193078,4125186,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
(iv) To foreign governments,22457422,22457422,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
(v) Lease receivables,13996088,31262803,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
(vi) To individuals for non-business purposes,111057829,635592420,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
Of (A) Secured by residential property,15171964,274222447,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
which: (B) Secured by other than residential property,56158040,173019787,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
(vii) Reverse repurchase agreements,556123806,783430952,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
(viii) To individuals and others for business purposes,522888344,919493084,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
Of (A) Secured by residential property,6649974,37058880,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
which: (B) Secured by other than residential property,256079725,485524380,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
(A) Insured,1262321,471752410,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,147757502,"Total All Banks, As At May 31, 2021, (in thousands of dollars), Total All Banks, As At May 31, 2021, (in thousands of dollars)"
